,t[s],T[K],P[Pa],H2,H,O2,OH,O,H2O,HO2,H2O2,N2
0,1e-07,1159.9999996254053,101325.00000000001,0.02433897303126914,2.445077203780278e-12,0.22724044670284266,4.3718841995829123e-13,4.622227857799118e-13,1.0936601133661731e-13,8.131033177824638e-11,2.0251473518591762e-15,0.7484205801811221
1,2e-07,1159.9999992514638,101325.00000000003,0.02433897302622736,4.852276990622345e-12,0.2272404466206472,1.5222783707458704e-12,1.7599067788211898e-12,7.502065004981181e-13,1.6311061647835988e-10,8.1122103247002e-15,0.7484205801811221
2,3e-07,1159.9999988789584,101325.00000000003,0.024338973021057145,7.248974294133582e-12,0.22724044653607867,3.0233426372539746e-12,3.7765851183936495e-12,2.278808307304455e-12,2.4539615062683557e-10,1.828464917424811e-14,0.7484205801811221
3,4e-07,1159.9999985084132,101325.00000000003,0.02433897301571957,9.654618956510282e-12,0.22724044644913782,4.813556100877877e-12,6.417930608177386e-12,4.93514931232669e-12,3.2816674077275975e-10,3.256505129414613e-14,0.7484205801811221
4,5e-07,1159.999998140192,101325.00000000001,0.024338973010185224,1.2083395941549184e-11,0.2272404463598084,6.8247269939685225e-12,9.609141638319331e-12,8.890346179739153e-12,4.11425708234378e-10,5.097590006232054e-14,0.7484205801811221
5,6e-07,1159.9999977745754,101325.00000000001,0.024338973004429935,1.4546516248520351e-11,0.22724044626806172,9.017258524049653e-12,1.3289636187138536e-11,1.4280315330756403e-11,4.951789482648705e-10,7.353990365026657e-14,0.7484205801811221
6,7e-07,1159.999997411803,101325.0,0.024338972998432518,1.7053324270098437e-11,0.2272404461738595,1.136736491219417e-11,1.741022505422345e-11,2.1220309316226815e-11,5.794343349392836e-10,1.0028009964845698e-13,0.7484205801811221
7,8e-07,1159.99999705208,101325.00000000003,0.024338972992174194,1.961172532786595e-11,0.2272404460771545,1.3860589687495784e-11,2.1931477898094143e-11,2.981255433078118e-11,6.642015744505128e-10,1.31219969722899e-13,0.7484205801811221
8,9e-07,1159.9999966955968,101325.00000000003,0.02433897298563763,2.222863071043842e-11,0.22724044597789228,1.6488086457127956e-11,2.68219576437227e-11,4.015103022449913e-11,7.494918701038035e-10,1.6638350422585887e-13,0.7484205801811221
9,1e-06,1159.999996342528,101325.0,0.02433897297880669,2.4910197833037014e-11,0.2272404458760117,1.92443769311566e-11,3.205679659166447e-11,5.232460316088385e-11,8.353178130066036e-10,2.0579526738508074e-13,0.7484205801811221
10,1.1e-06,1159.9999959930392,101324.99999999999,0.024338972971666067,2.7662022127100042e-11,0.22724044577144567,2.21257108633094e-11,3.7616368668728355e-11,6.641951279965088e-11,9.216931951494352e-10,2.4948047168538453e-13,0.7484205801811221
11,1.2e-06,1159.9999956472934,101325.00000000003,0.024338972964200862,3.04893019817832e-11,0.22724044566412216,2.512967490619551e-11,4.348545784858004e-11,8.252032939918309e-11,1.008632855220929e-09,2.9746503735428823e-13,0.7484205801811221
12,1.2999999999999998e-06,1159.9999953054526,101325.00000000001,0.024338972956396393,3.339694702031942e-11,0.22724044555396417,2.8255147300899835e-11,4.9652671085848276e-11,1.0071043929031572e-10,1.0961526364133895e-09,3.4977564079999697e-13,0.7484205801811221
13,1.3999999999999997e-06,1159.9999949676785,101325.00000000001,0.02433897294823815,3.638962514660515e-11,0.22724044544088998,3.1502087562222226e-11,5.610989533934039e-11,1.210726778945754e-10,1.1842693607785113e-09,4.0643976081523413e-13,0.7484205801811221
14,1.4999999999999996e-06,1159.9999946341313,101325.0,0.024338972939711736,3.947181056100039e-11,0.22724044532481344,3.4871160046874596e-11,6.285163239247408e-11,1.436902148375225e-10,1.2730007676629277e-09,4.674857401133207e-13,0.7484205801811221
15,1.5999999999999995e-06,1159.9999943049716,101325.00000000003,0.02433897293080283,4.264779323055021e-11,0.2272404452056439,3.836373747413268e-11,6.987497163564076e-11,1.6864657120646208e-10,1.3623655127368995e-09,5.329427903357664e-13,0.7484205801811221
16,1.6999999999999994e-06,1159.9999939803602,101325.00000000003,0.024338972921497063,4.592178823700417e-11,0.22724044508328659,4.1981522239395084e-11,7.717866532267849e-11,1.9602671479345607e-10,1.4523831188174741e-09,6.028410938158846e-13,0.7484205801811221
17,1.7999999999999993e-06,1159.9999936604602,101325.00000000001,0.024338972911779982,4.92978961352703e-11,0.22724044495764234,4.5726866844887306e-11,8.476368799839437e-11,2.2591633773857502e-10,1.5430739872224606e-09,6.772117550332588e-13,0.7484205801811221
18,1.8999999999999992e-06,1159.9999933454394,101325.00000000001,0.024338972901636724,5.278026377932315e-11,0.22724044482860847,4.960230718126758e-11,9.263199996620416e-11,2.584033210355604e-10,1.6344592749412163e-09,7.560869457427084e-13,0.7484205801811221
19,1.999999999999999e-06,1159.999993035467,101325.00000000001,0.024338972891052347,5.637301985765119e-11,0.22724044469607763,5.3610807341826976e-11,1.0078699244244969e-10,2.9357724018324924e-10,1.7265610763307078e-09,8.394998884091904e-13,0.7484205801811221
20,2.099999999999999e-06,1159.9999927307167,101325.0,0.024338972880011533,6.008035852903236e-11,0.2272404445599385,5.775557708104073e-11,1.0923294318253757e-10,3.3152998803328555e-10,1.8194023082950357e-09,9.274849223026226e-13,0.7484205801811221
21,2.199999999999999e-06,1159.999992431367,101325.00000000001,0.02433897286849862,6.390648283596062e-11,0.2272404444200757,6.204017232603702e-11,1.1797522866595768e-10,3.723556842023693e-10,1.9130067298667225e-09,1.0200775395258992e-12,0.7484205801811221
